stop_id,stop_name,stop_lat,stop_lon
6450,W 43rd St @ Alba Rd,29.827759,-95.419548
6208,Heights Blvd @ E 12th St,29.792436,-95.397562
8680,Long Point Rd @ Butlercrest St,29.794617,-95.535765
6452,W 43rd St @ Ella Blvd,29.828378,-95.429443
12424,Brittmoore Rd @ Clay Rd,29.831534,-95.57008
6902,W Bellfort Ave @ Braes Forest Dr,29.655738,-95.520309
151,N Loop E @ Citypark Loop,29.798525,-95.273239
150,N Loop E @ Banner Dr Mb,29.796655,-95.270287
154,W 20th St @ N Durham Dr Mb,29.803792,-95.414712
157,Richmond Ave @ Caseta Dr,29.730299,-95.650314
159,Westlake Park Blvd @ Gracie St,29.780582,-95.630134
12427,Capital Park Way @ Westway Park Bl*,29.836059,-95.559483
12428,Westway Park Blvd @ Clay Rd,29.832241,-95.559771
12429,Clay Rd @ Sam Houston Pkwy,29.832094,-95.561849
8689,Long Point Rd @ Bunker Hill Rd,29.794962,-95.533855
6187,Studewood St @ E 19th St,29.803199,-95.388129
6186,Studewood St @ E 19th St,29.802998,-95.387978
